Precinct,KEITH JUDD                            ,MICHAEL STEINBERG                     ,BERNIE SANDERS                        ,WILLIE WILSON                         ,ROQUE DE LA FUENTE                    ,HILLARY CLINTON                       ,HENRY HEWES                           ,WRITE-IN                              ,OVER VOTES                            ,UNDER VOTES                           ,TOTALS
8058460,0,0,74,0,0,144,0,0,0,4,222
8058782,0,0,100,1,0,122,0,0,0,7,230
8058828,1,0,114,0,0,188,1,1,0,7,312
8059352,0,0,91,1,0,147,0,0,0,9,248
8059406,0,0,77,1,0,133,0,0,0,4,215
8059562,0,2,95,1,1,182,0,0,0,3,284
8061020,1,0,27,0,0,76,0,0,0,5,109
8061124,2,0,83,0,0,215,0,0,0,10,310
8061169,0,0,119,1,0,193,0,1,0,14,328
8061207,0,3,70,1,0,176,0,0,0,6,256
8061263,1,0,81,0,0,170,1,0,0,3,256
8061950,0,2,78,1,0,135,1,0,0,3,220
8064204,0,0,90,0,0,121,0,0,0,1,212
8064427,0,0,80,0,0,134,0,1,1,7,223
8064541,0,0,66,1,0,111,0,0,0,1,179
8065601,0,1,28,0,0,42,1,0,0,1,73
8066532,2,2,92,0,1,169,1,0,0,12,279
8066741,1,1,60,1,2,121,0,0,0,6,192
8066879,1,1,45,1,0,80,1,2,0,4,135
8072310,3,0,113,0,0,192,0,0,1,6,315
8072329,0,0,110,0,0,160,0,0,1,2,273
8072421,0,0,85,1,1,181,0,0,0,3,271
8072495,1,2,108,1,1,177,0,0,0,4,294
8072564,0,0,76,1,0,140,0,0,0,4,221
8072606,0,0,76,1,0,180,0,0,0,8,265
8072631,0,0,57,0,0,153,0,0,0,7,217
8072713,0,0,99,0,0,196,0,0,0,4,299
8072762,0,0,89,1,0,151,2,0,0,3,246
8072796,0,0,67,0,0,141,0,0,0,4,212
8072804,0,0,91,0,0,172,1,0,0,4,268
8072828,1,1,82,2,0,153,2,0,0,2,243
8073018,0,1,114,0,0,186,0,0,0,2,303
8073096,0,1,86,1,1,143,0,0,1,7,240
8073114,0,1,92,1,0,194,0,0,0,6,294
8073129,1,1,175,0,1,241,0,0,0,5,424
8073171,0,0,59,0,0,119,0,0,0,4,182
8073180,0,2,90,0,0,239,0,0,0,10,341
8073345,2,0,101,1,0,184,0,0,0,9,297
8073386,0,1,58,0,0,83,0,0,0,6,148
8073430,0,2,117,0,0,156,0,0,0,5,280
8073457,0,0,128,1,0,154,0,1,0,6,290
8073558,0,4,66,0,0,134,0,0,0,5,209
8073599,0,2,103,0,0,153,0,0,0,6,264
8073611,1,0,77,1,0,130,0,0,0,3,212
8073662,1,0,115,1,0,190,1,0,0,3,311
8073700,0,2,119,0,0,179,0,0,0,10,310
8073723,0,1,80,0,0,156,0,0,1,0,238
8073817,0,0,96,0,0,159,0,0,0,6,261
8073849,1,3,80,0,0,126,0,0,0,3,213
8073972,0,2,94,0,0,207,0,1,0,6,310
8077164,0,2,52,1,0,75,2,0,0,6,138
8077380,0,0,26,1,0,38,0,0,0,2,67
8078342,0,2,53,1,0,78,1,0,0,2,137
8081268,0,3,97,2,0,169,2,0,0,5,278
8081309,0,2,113,1,0,164,0,0,0,4,284
8081364,0,1,103,1,0,203,1,0,0,2,311
8081550,1,1,110,0,1,304,0,1,0,15,433
8081652,0,0,33,0,0,63,1,0,0,3,100
8082009,0,0,120,0,0,184,0,0,0,9,313
8082021,0,0,38,0,0,91,0,0,0,0,129
8082077,0,4,125,0,1,187,2,0,0,4,323
8082185,0,1,107,4,1,178,0,0,0,6,297
8082276,2,1,100,0,1,133,2,0,0,4,243
8082291,1,1,55,0,1,93,0,0,0,8,159
8082314,1,0,71,1,1,153,1,0,0,2,230
8082343,1,0,119,2,0,245,0,0,0,10,377
8082504,1,3,102,2,0,107,1,0,0,16,232
8082510,3,0,76,1,0,70,0,0,0,3,153
8082597,1,3,121,0,0,120,0,0,0,14,259
8082645,1,0,78,0,0,107,0,0,0,7,193
8082696,1,1,90,2,0,124,1,0,0,11,230
8082706,1,4,94,0,0,133,0,1,0,15,248
8082812,1,1,79,1,0,93,0,0,0,7,182
8082844,0,2,101,0,0,110,0,0,0,9,222
8082880,1,2,49,0,0,67,1,0,0,4,124
8083003,3,2,74,1,1,124,0,0,0,7,212
8083213,1,1,61,4,1,113,0,0,0,6,187
8083305,0,2,44,0,0,103,0,0,0,3,152
8083398,0,1,75,1,1,127,0,0,0,4,209
8083408,0,0,101,0,0,123,0,0,0,1,225
8083511,0,0,68,0,0,121,1,0,0,5,195
8083562,0,1,73,0,1,123,0,0,0,5,203
8088242,4,0,64,0,0,89,1,0,0,4,162
8088515,1,1,99,0,0,96,0,0,0,11,208
8088616,2,2,99,0,1,96,0,1,0,5,206
8088707,0,1,60,0,0,90,0,0,0,6,157
8088780,0,0,80,5,0,99,0,0,0,4,188
8089113,1,0,103,0,0,109,0,0,0,11,224
8089238,0,1,90,1,2,131,0,1,0,7,233
8089324,1,0,83,0,0,64,3,0,0,7,158
8089436,0,2,40,0,2,67,0,0,0,3,114
8091059,2,0,58,1,0,90,0,2,0,9,162
8091382,0,2,87,1,0,98,1,0,0,9,198
8091771,1,1,47,0,0,37,1,0,0,4,91
8091968,0,1,61,2,0,47,0,2,0,2,115
8094803,0,0,48,1,0,58,1,1,0,5,114
8096439,1,0,36,0,0,45,1,0,0,6,89
81268,1,1,73,0,0,79,0,1,0,0,155
81309,0,0,84,1,0,71,0,1,0,2,159
81364,0,1,69,1,0,95,0,0,0,1,167
81550,0,0,31,0,0,53,0,0,0,0,84
81652,0,0,25,0,0,26,0,0,0,0,51
82009,0,0,72,0,0,77,0,2,1,0,152
82021,0,0,29,0,0,30,1,0,0,1,61
82077,1,0,70,0,0,76,0,1,1,3,152
82185,0,0,68,0,0,48,0,0,0,1,117
82276,1,0,69,0,0,44,0,1,0,4,119
82291,1,0,22,0,1,29,0,1,0,1,55
82314,0,0,47,0,1,64,0,2,0,0,114
82343,0,1,52,0,0,65,0,1,0,1,120
82504,0,0,70,0,1,72,2,3,0,0,148
82510,0,0,65,0,0,40,0,1,0,5,111
82597,0,0,70,0,0,48,1,1,0,3,123
82645,0,0,53,1,0,61,0,0,0,1,116
82696,1,0,65,0,0,56,0,1,0,4,127
82706,0,1,50,0,0,40,0,0,0,3,94
82812,0,1,41,0,0,25,0,0,0,1,68
82844,0,0,58,0,0,59,0,3,0,3,123
82880,1,0,25,0,0,36,0,2,0,0,64
83003,0,0,37,0,0,41,0,2,0,2,82
83213,0,0,32,0,0,46,0,1,0,4,83
83305,0,0,32,0,1,46,0,0,0,3,82
83398,0,0,48,0,0,65,0,1,0,1,115
83408,0,0,48,0,0,62,0,2,0,1,113
83511,0,0,48,0,0,38,0,1,0,1,88
83562,0,0,38,0,0,44,0,0,0,1,83
83714,3,0,18,0,0,32,0,0,0,3,56
83856,0,0,2,0,0,4,0,0,0,0,6
83900,0,0,4,0,0,5,1,0,0,0,10
84250,0,0,10,0,0,12,0,0,0,2,24
85145,0,0,0,0,0,0,0,0,0,0,0
85680,0,0,0,0,0,0,0,0,0,0,0
85914,0,0,0,0,0,0,0,0,0,0,0
85988,0,0,2,0,0,0,0,0,0,0,2
86271,0,0,1,0,0,0,0,0,0,0,1
86648,0,1,12,0,0,13,0,0,0,0,26
86807,0,0,7,0,0,18,0,0,0,3,28
87126,0,0,2,0,0,1,0,0,0,0,3
87704,0,0,8,0,0,4,1,0,0,0,13
88242,0,0,27,0,0,19,0,1,0,1,48
88515,0,1,57,0,0,61,0,2,0,4,125
88616,0,1,53,0,0,57,0,1,0,1,113
88707,0,1,47,0,1,40,0,0,0,3,92
88780,1,0,51,0,1,47,0,0,0,2,102
88941,0,0,2,0,0,4,0,0,0,0,6
89113,0,0,45,0,0,32,0,1,0,1,79
89238,0,0,64,0,0,54,0,4,0,0,122
89324,1,1,53,2,0,45,1,2,0,1,106
89436,0,1,22,0,0,16,0,0,0,0,39
89600,0,0,5,0,0,8,0,0,0,0,13
89867,0,0,0,0,0,0,0,0,0,0,0
91059,0,1,20,0,0,47,0,0,0,1,69
91382,0,0,33,0,0,43,0,1,0,0,77
91771,0,1,29,1,0,23,0,0,0,3,57
91968,0,1,45,0,0,28,0,3,0,2,79
94349,0,0,1,0,0,0,0,0,0,0,1
94686,0,0,3,0,0,1,0,0,0,0,4
94803,0,0,19,0,0,19,0,1,0,1,40
96439,0,2,33,0,1,23,2,0,0,3,64
97784,0,0,16,1,0,17,0,0,0,0,34
,,,,,,,,,,,
